Estimator,Mean MSE,SD,Main strategy
emcee+ridge,0.5964968144301823,0.08919339301049999,median
emcee,0.8523738857859182,0.7062652440108986,posterior_mean
lasso,0.5899231737646696,0.10145638006444938,
manual_sel+ridge,0.6234430180047752,0.11930103164886681,
pls+ridge,0.6507498089288257,0.12032232831504477,
apls,0.6525640110666716,0.11618423525624282,
pca+ridge,0.6763757166335843,0.11414545690152075,
fpca+ridge,0.681982924469139,0.11837346153760503,
pls1,0.6840132268403273,0.17577408743960932,
fpls1_basis,0.685219891776357,0.16258805701020784,
flin_basis,0.6995563662608673,0.1661485497694024,
rmh+ridge,0.7604653452103695,0.12097178215741751,
fknn,2.358409002499095,0.6703265782428002,
