Estimator,Mean Acc,SD,Main strategy
emcee+sk_ridge,0.752,0.03249615361854385,mode
emcee,0.744,0.05425863986500215,posterior_mean
pca+sk_svm_lin,0.772,0.042142615011410964,
fpca+sk_svm_lin,0.758,0.037363083384538844,
rkvs+sk_svm_lin,0.756,0.03666060555964675,
sk_flda_apls,0.754,0.042941821107167794,
manual_sel+sk_svm_lin,0.7539999999999999,0.038000000000000006,
fpca+sk_logistic,0.752,0.041182520563948034,
sk_lda_fpca+ridge,0.752,0.055999999999999994,
sk_lda_pca+ridge,0.75,0.0523450093132096,
sk_flda_fpls1_basis,0.748,0.031240998703626618,
pls+sk_svm_rbf,0.748,0.04833218389437828,
rkvs+sk_svm_rbf,0.748,0.058103356185335804,
manual_sel+sk_logistic,0.746,0.03352610922848043,
pca+sk_logistic,0.7459999999999999,0.04565084884205333,
sk_lda_pls1,0.7459999999999999,0.04103656905736639,
sk_fnc,0.744,0.040792156108742275,
sk_lda_pls+ridge,0.74,0.05291502622129182,
rkvs+sk_logistic,0.7379999999999999,0.039446165846632054,
rmh+sk_logistic,0.7379999999999999,0.034,
pls+sk_logistic,0.736,0.043634848458542874,
sk_flda_l2_basis,0.7340000000000001,0.03693237062523879,
rmh+sk_svm_lin,0.732,0.037094473981982824,
pls+sk_svm_lin,0.728,0.05741080037762931,
rmh+sk_svm_rbf,0.728,0.039191835884530846,
manual_sel+sk_svm_rbf,0.728,0.023999999999999997,
sk_lda_manual+ridge,0.7260000000000001,0.06814690014960328,
sk_lda_rmh+ridge,0.726,0.034698703145794964,
sk_lda_lasso,0.714,0.04199999999999999,
pca+sk_svm_rbf,0.71,0.031304951684997036,
sk_mdc,0.702,0.04935585071701226,
fpca+sk_svm_rbf,0.6819999999999999,0.03627671429443409,
sk_fknn,0.6719999999999999,0.0370944739819828,
