Estimator,Mean MSE,SD,Main strategy
emcee+sk_ridge,0.9344954220501019,0.34247054048891873,median
emcee,2.12627154196535,0.9531187389258569,posterior_mean
sk_apls,0.6246953347604307,0.08894648054883701,
sk_pls1,0.6301689167493536,0.08860532685100585,
fpca+sk_ridge,0.6346113494714336,0.09959090971774487,
pca+sk_ridge,0.634822302109119,0.10145749092047648,
sk_flin_basis,0.6352456265860953,0.11347535279661905,
manual_sel+sk_ridge,0.6377903813099985,0.09944337190343011,
pls+sk_ridge,0.6394679600956756,0.09578513603920377,
sk_lasso,0.6418749903092197,0.08039196633201333,
sk_fpls1_basis,0.6419064748933621,0.08943356777672982,
fpca+sk_svm_rbf,1.4741609410036636,0.38392265029319,
rmh+sk_ridge,2.014237163829037,0.3628870919709588,
rmh+sk_svm_rbf,4.408106236215256,1.6476611457871138,
pls+sk_svm_rbf,9.522525186655368,4.786214568022045,
manual_sel+sk_svm_rbf,10.404642524924872,4.167023288697647,
pca+sk_svm_rbf,10.414086775334237,4.297773577512905,
sk_fknn,20.697072943028683,5.306779609996533,
