Estimator,Mean MSE,SD,Main strategy
emcee,0.536836258345722,0.08236744004971798,posterior_mean
emcee+ridge,0.5496149348470212,0.08199769934301247,mode
rmh+ridge,0.5255184451430424,0.07211359920855036,
lasso,0.5360039929532843,0.07371632560962779,
manual_sel+ridge,0.5478551141695501,0.07225701309648372,
pls+ridge,0.5479670665048377,0.07715040573477172,
apls,0.5484739845907454,0.07568219991996995,
pca+ridge,0.5496886658564341,0.07363970280146093,
fpca+ridge,0.5500354876778211,0.07412182332957873,
pls1,0.554997338576086,0.08292222525425057,
fpls1_basis,0.560432115511371,0.08419857086330959,
flin_basis,0.5667927743661887,0.08700086205356115,
fknn,0.6318287598761951,0.08705545228934473,
