Estimator,Mean MSE,SD,Main strategy
emcee,0.5378902651050247,0.07387197260648197,posterior_mean
emcee+ridge,0.5592426586973563,0.07908356667487464,mode
rmh+ridge,0.5263467401691526,0.07360424822377652,
lasso,0.5303810735010457,0.07506097812354072,
apls,0.5478115131551143,0.0774081659678976,
fpca+ridge,0.5490118700362758,0.07333082394904752,
pca+ridge,0.5497872523188339,0.07371004724711062,
manual_sel+ridge,0.5511513268528196,0.07169652549563726,
pls+ridge,0.5514461834619286,0.07171283155604334,
pls1,0.5600057606644651,0.07025761776748544,
fpls1_basis,0.5619599619200016,0.08530517943288989,
flin_basis,0.5663092745637863,0.08641671824463834,
fknn,0.6326368843361615,0.08747309658873322,
